 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39
71,4129.505,2301.441,4176.134,2683.312,9561.254,3155.811,2480.326,2419.806,1873.059,3375.189,3262.689,1635.002,3671.057,2929.440,2077.917,2156.123,2986.441,3892.778,5985.750,4243.646,6199.596,1475.328,1699.816,2364.651,1317.822,5855.916,2047.021,2295.640,2727.513,3121.162,1976.078,1792.601,2098.482,5766.815,2386.219,4099.742,3503.503,2120.686,3411.698
72,4130.367,2300.535,4175.591,2681.658,9560.177,3156.469,2480.730,2418.919,1871.733,3380.135,3260.296,1633.666,3670.192,2927.998,2079.313,2153.121,2984.431,3890.814,5990.997,4239.129,6194.427,1473.827,1697.721,2365.087,1317.811,5852.294,2046.051,2294.711,2735.477,3124.709,1984.046,1792.730,2095.620,5761.922,2388.508,4098.371,3498.008,2118.605,3408.550
73,4126.517,2300.113,4172.561,2685.885,9561.726,3152.850,2481.306,2417.291,1870.879,3379.430,3262.224,1634.351,3667.926,2926.849,2076.298,2150.952,2986.168,3883.881,5991.829,4237.275,6194.560,1474.041,1696.339,2362.051,1319.394,5855.592,2044.735,2295.482,2745.835,3133.966,1989.079,1793.831,2096.427,5762.913,2388.451,4095.198,3501.240,2118.816,3406.066
74,4129.794,2299.190,4175.364,2688.931,9569.125,3151.982,2478.191,2416.514,1872.664,3381.742,3262.976,1633.267,3672.777,2931.476,2075.055,2153.629,2985.910,3888.688,5993.375,4237.455,6193.484,1474.417,1696.711,2363.800,1317.759,5863.008,2046.449,2299.779,2755.588,3145.848,1990.023,1796.999,2100.079,5767.081,2387.970,4096.146,3502.999,2118.490,3411.889
75,4127.249,2297.606,4173.992,2686.401,9576.466,3155.351,2477.124,2416.881,1871.820,3379.738,3258.038,1632.993,3669.211,2927.009,2077.225,2152.069,2983.233,3888.177,5990.091,4233.168,6182.905,1473.231,1694.891,2362.326,1318.322,5863.444,2043.936,2301.357,2763.950,3150.341,1997.146,1795.709,2098.363,5758.803,2384.638,4093.737,3501.343,2116.970,3411.768
76,4128.545,2297.674,4176.189,2689.756,9579.102,3155.035,2482.058,2418.249,1872.016,3380.149,3260.923,1634.459,3671.608,2927.138,2075.579,2152.054,2985.740,3891.865,5992.791,4234.675,6187.659,1473.163,1696.760,2363.894,1316.915,5865.791,2044.668,2303.099,2771.823,3143.770,2005.883,1801.682,2100.487,5762.423,2386.780,4092.614,3500.416,2116.944,3410.790
77,4130.637,2299.029,4180.663,2691.634,9582.930,3157.221,2482.926,2417.955,1873.201,3382.766,3266.557,1634.682,3675.854,2930.111,2078.071,2155.675,2985.456,3890.948,5996.511,4232.776,6197.424,1474.671,1697.487,2363.865,1319.355,5869.088,2047.918,2311.173,2792.442,3176.406,2007.446,1800.425,2101.748,5763.650,2387.124,4097.609,3503.804,2117.217,3415.006
78,4126.131,2298.124,4178.138,2690.787,9574.434,3153.772,2479.937,2417.711,1871.191,3379.527,3261.841,1632.782,3671.487,2924.414,2076.437,2150.797,2986.446,3889.432,5991.877,4228.607,6184.267,1472.737,1694.332,2361.034,1316.189,5866.625,2044.236,2306.477,2791.277,3169.436,2011.809,1800.980,2096.039,5756.651,2384.381,4091.148,3498.650,2116.038,3405.872
79,4125.434,2300.810,4181.964,2696.750,9580.447,3156.344,2479.851,2420.263,1871.606,3385.196,3262.286,1633.557,3672.157,2930.360,2080.219,2154.660,2990.934,3898.315,5999.124,4231.034,6195.600,1473.687,1696.791,2364.660,1316.698,5875.108,2046.058,2312.308,2799.513,3179.635,2016.226,1803.938,2099.340,5762.917,2386.083,4099.418,3502.129,2118.383,3409.804
80,4125.962,2301.877,4181.924,2697.135,9584.698,3155.030,2479.775,2420.703,1871.366,3380.185,3261.014,1632.605,3670.530,2928.532,2078.390,2153.635,2983.943,3892.235,5988.927,4226.804,6187.643,1473.969,1695.977,2363.378,1314.906,5877.075,2045.790,2316.373,2810.034,3196.338,2020.197,1807.507,2097.979,5752.801,2385.168,4096.591,3501.032,2116.711,3413.899
81,4125.504,2299.031,4181.893,2696.224,9576.482,3153.499,2479.856,2420.214,1870.411,3380.121,3263.217,1632.773,3674.106,2927.635,2078.262,2150.289,2983.290,3892.378,5998.703,4226.670,6185.794,1473.912,1695.195,2361.005,1316.336,5875.427,2044.841,2315.876,2815.250,3202.988,2019.465,1806.087,2095.169,5757.072,2387.170,4097.428,3499.350,2117.453,3408.804
82,4126.209,2300.693,4178.602,2698.704,9583.216,3151.324,2479.476,2420.877,1871.125,3381.438,3263.846,1631.233,3669.628,2928.983,2078.809,2151.075,2987.317,3890.237,5989.802,4222.912,6180.071,1471.669,1695.075,2361.172,1316.720,5881.188,2043.380,2317.500,2833.607,3216.373,2025.735,1808.543,2095.779,5753.869,2387.436,4095.354,3498.123,2115.876,3413.806
83,4126.148,2296.557,4180.063,2703.581,9576.293,3151.510,2475.321,2419.957,1871.574,3381.880,3261.189,1632.738,3669.653,2930.783,2076.035,2151.693,2985.556,3888.501,5991.548,4222.829,6178.309,1472.797,1694.932,2361.230,1317.191,5885.198,2042.128,2318.640,2836.155,3220.097,2025.449,1808.759,2094.487,5754.548,2384.643,4092.665,3498.548,2117.187,3408.020
84,4125.556,2298.319,4183.942,2703.194,9590.265,3153.455,2479.069,2423.808,1871.855,3384.753,3264.552,1632.131,3672.066,2931.793,2076.435,2149.841,2986.512,3891.441,5998.101,4219.461,6176.782,1472.615,1695.479,2361.558,1315.634,5891.247,2044.105,2325.763,2847.675,3230.968,2034.898,1812.140,2099.200,5757.950,2387.877,4094.604,3500.776,2116.772,3415.740
85,4125.734,2298.577,4184.583,2705.988,9588.562,3151.554,2478.997,2416.907,1872.214,3383.163,3262.298,1633.270,3672.723,2927.921,2079.050,2153.617,2985.594,3893.234,5989.829,4221.649,6172.943,1472.250,1694.482,2358.473,1316.873,5889.181,2043.466,2322.189,2847.555,3232.779,2029.183,1808.490,2094.207,5753.971,2386.270,4093.593,3497.646,2113.410,3413.155
86,4121.099,2297.119,4179.410,2706.115,9588.648,3149.374,2477.111,2417.277,1870.066,3385.410,3262.752,1632.351,3670.298,2926.575,2077.430,2148.190,2981.277,3888.682,5981.375,4214.884,6171.673,1471.570,1693.854,2356.779,1315.762,5886.072,2041.928,2327.228,2861.392,3245.483,2038.887,1811.061,2096.189,5749.291,2383.050,4094.219,3496.100,2112.391,3408.806
87,4119.805,2299.922,4185.080,2712.273,9592.746,3150.468,2477.629,2417.717,1871.574,3383.742,3264.000,1633.227,3672.780,2927.165,2077.362,2150.494,2983.444,3894.262,5990.759,4217.051,6176.450,1472.520,1695.619,2359.781,1314.931,5894.704,2044.134,2328.642,2866.669,3253.246,2040.444,1814.165,2099.223,5749.659,2386.787,4097.144,3501.093,2114.839,3415.670
88,4118.087,2300.264,4183.829,2710.508,9593.855,3149.837,2478.920,2422.026,1870.409,3384.792,3262.247,1632.629,3673.107,2929.530,2078.411,2153.452,2982.468,3888.850,5982.309,4214.388,6174.754,1472.990,1694.057,2360.759,1314.164,5894.427,2043.894,2330.141,2879.980,3255.706,2050.104,1816.117,2095.779,5749.132,2386.491,4099.892,3496.275,2116.577,3415.142
89,4115.682,2300.494,4181.790,2710.190,9581.201,3149.238,2476.380,2417.871,1870.156,3379.867,3259.934,1631.417,3667.112,2926.261,2075.562,2150.781,2978.802,3887.995,5981.177,4209.091,6167.034,1471.594,1692.083,2357.131,1315.680,5890.377,2042.032,2333.716,2888.595,3272.592,2047.029,1817.202,2093.399,5742.771,2383.836,4095.100,3492.890,2113.629,3410.179
90,4115.943,2300.849,4182.746,2709.115,9585.325,3148.514,2476.243,2419.871,1870.146,3380.044,3262.524,1631.008,3672.160,2927.002,2075.517,2151.219,2982.571,3887.873,5986.694,4209.059,6169.056,1471.511,1693.352,2358.625,1314.354,5889.002,2042.899,2332.823,2889.366,3261.331,2056.766,1817.240,2094.024,5745.571,2386.930,4096.018,3495.461,2114.354,3408.029
91,4119.186,2300.599,4185.752,2714.178,9591.015,3150.173,2478.364,2422.030,1872.896,3386.645,3262.776,1632.064,3672.103,2931.218,2074.598,2150.930,2982.653,3890.121,5995.630,4212.222,6173.393,1471.979,1694.743,2359.819,1314.958,5897.079,2044.884,2339.986,2907.956,3285.919,2062.060,1823.413,2095.170,5748.094,2389.762,4100.048,3499.433,2115.399,3413.698
92,4116.720,2300.039,4186.711,2709.552,9591.302,3148.922,2472.705,2421.184,1872.066,3384.221,3260.817,1632.696,3674.406,2928.308,2077.731,2149.167,2980.875,3881.791,5992.292,4211.336,6166.891,1470.976,1693.184,2358.182,1316.207,5899.171,2042.787,2336.908,2903.805,3271.815,2065.634,1819.819,2097.177,5741.851,2387.785,4096.518,3498.960,2113.185,3412.151
93,4118.630,2301.237,4189.089,2715.726,9595.381,3148.240,2473.888,2422.228,1872.766,3383.359,3263.566,1633.756,3675.346,2930.999,2076.776,2152.903,2980.423,3890.531,5995.661,4213.982,6166.541,1471.062,1693.812,2359.183,1314.673,5902.681,2042.811,2345.216,2925.039,3298.621,2068.131,1825.613,2097.215,5752.141,2387.449,4099.883,3499.362,2115.213,3410.003
94,4113.395,2298.338,4186.982,2716.438,9594.418,3146.741,2473.463,2418.858,1871.407,3385.481,3262.631,1633.402,3671.404,2928.896,2077.212,2153.489,2979.778,3887.336,5992.036,4211.226,6163.305,1471.210,1693.264,2355.938,1313.726,5902.772,2041.713,2343.432,2920.753,3286.760,2075.811,1826.533,2096.477,5747.572,2388.823,4097.582,3499.216,2114.134,3411.320
95,4114.558,2299.447,4193.870,2719.357,9596.618,3148.938,2473.071,2418.398,1873.020,3382.893,3261.994,1632.612,3670.445,2927.985,2076.940,2148.835,2982.992,3889.188,5991.836,4207.151,6167.499,1471.695,1693.041,2356.396,1314.105,5909.638,2042.004,2349.395,2936.417,3305.358,2077.722,1826.316,2095.165,5744.506,2384.487,4096.303,3498.257,2112.983,3410.576
96,4113.580,2298.504,4191.229,2717.568,9596.930,3147.431,2474.410,2418.443,1872.235,3384.671,3262.635,1633.178,3675.347,2926.440,2078.646,2153.424,2979.739,3888.431,5987.723,4204.405,6165.056,1471.342,1692.836,2355.168,1313.950,5900.648,2042.580,2350.214,2939.767,3305.854,2081.618,1826.223,2095.289,5744.146,2385.281,4098.481,3496.658,2112.290,3405.233
97,4106.749,2297.983,4188.938,2718.516,9598.118,3146.926,2470.331,2419.771,1870.979,3382.883,3262.005,1632.096,3675.437,2926.401,2076.414,2150.573,2978.075,3883.958,5984.892,4203.847,6164.305,1471.097,1692.629,2354.608,1312.687,5909.001,2041.568,2350.480,2951.423,3317.584,2079.908,1826.585,2092.233,5742.726,2385.506,4094.086,3498.059,2112.543,3409.995
98,4111.357,2297.543,4190.482,2716.692,9595.147,3145.908,2468.921,2421.010,1870.630,3379.567,3258.221,1630.392,3671.664,2928.016,2076.258,2149.983,2978.354,3885.864,5984.099,4202.360,6163.682,1471.108,1691.739,2355.313,1312.427,5904.286,2042.149,2354.241,2961.420,3315.514,2091.011,1830.647,2094.809,5747.735,2384.355,4093.950,3496.638,2111.777,3407.875
99,4107.812,2297.561,4191.180,2717.251,9599.475,3146.693,2470.205,2421.080,1869.949,3382.742,3258.887,1631.581,3674.460,2928.103,2078.310,2150.522,2977.012,3889.298,5986.442,4198.390,6160.871,1470.756,1692.657,2355.734,1313.845,5902.878,2042.639,2357.937,2967.656,3336.945,2087.618,1830.538,2094.291,5749.353,2385.091,4096.067,3495.469,2112.793,3409.607
100,4109.144,2298.561,4193.228,2721.804,9599.734,3146.674,2472.947,2422.096,1871.499,3384.931,3260.358,1632.796,3672.007,2930.665,2075.337,2149.244,2978.615,3885.480,5990.916,4200.314,6162.553,1470.776,1691.424,2356.958,1313.026,5912.955,2041.428,2357.888,2971.990,3324.349,2098.016,1836.369,2095.873,5748.687,2385.826,4097.245,3497.087,2112.602,3409.078
101,4110.247,2298.450,4191.834,2725.459,9610.628,3146.566,2472.691,2423.335,1871.146,3387.876,3261.214,1633.559,3671.024,2931.060,2077.434,2150.164,2979.915,3883.838,5992.539,4200.697,6156.979,1470.674,1691.756,2356.639,1314.503,5912.148,2041.740,2366.669,2992.666,3351.387,2096.687,1836.656,2097.081,5750.415,2384.636,4099.098,3497.762,2113.895,3413.256
102,4110.795,2297.312,4189.952,2721.903,9607.011,3148.223,2470.974,2425.018,1871.686,3385.297,3260.202,1633.408,3671.078,2929.738,2075.281,2152.702,2978.811,3890.472,5994.610,4201.069,6159.396,1470.474,1691.988,2355.788,1312.039,5913.504,2041.939,2365.252,2991.802,3334.011,2112.886,1836.696,2097.955,5746.693,2384.556,4097.813,3499.444,2112.639,3411.631
103,4110.271,2298.256,4194.587,2726.896,9615.894,3146.935,2470.077,2423.508,1871.404,3389.735,3260.320,1632.768,3667.636,2932.477,2076.320,2153.515,2977.958,3891.801,5992.510,4198.846,6155.879,1470.771,1692.795,2355.385,1313.287,5916.077,2040.970,2368.069,3001.236,3349.112,2111.589,1839.903,2096.524,5749.851,2384.168,4096.578,3499.485,2112.572,3410.939
104,4109.961,2296.475,4199.295,2725.768,9621.196,3149.548,2472.944,2422.754,1870.948,3387.410,3262.861,1634.466,3673.709,2931.508,2072.565,2152.494,2977.406,3887.042,5992.951,4194.083,6154.664,1470.777,1692.301,2355.631,1312.573,5920.344,2042.178,2370.701,3013.345,3358.195,2115.302,1842.436,2097.896,5749.878,2383.514,4096.360,3500.041,2111.698,3413.563
105,4111.425,2298.157,4195.630,2729.840,9617.387,3145.187,2469.555,2422.087,1873.482,3387.302,3261.534,1633.376,3673.156,2928.838,2076.849,2150.486,2977.494,3890.830,5992.624,4195.323,6155.864,1471.040,1692.287,2355.720,1314.761,5922.044,2041.020,2377.684,3021.101,3364.327,2117.177,1842.286,2098.705,5743.577,2384.695,4098.909,3500.420,2112.789,3408.343
106,4104.636,2297.158,4195.822,2729.649,9619.053,3144.898,2468.896,2422.197,1870.455,3383.501,3260.687,1632.327,3671.374,2927.138,2074.138,2151.772,2977.313,3886.310,5983.821,4190.545,6145.658,1470.222,1690.510,2353.401,1313.048,5921.667,2039.222,2375.961,3024.829,3357.794,2130.073,1846.187,2099.115,5742.040,2381.244,4098.128,3496.626,2113.001,3405.944
107,4105.396,2296.943,4194.976,2725.488,9618.282,3148.415,2467.374,2421.465,1868.183,3384.013,3260.606,1631.905,3672.268,2931.118,2070.022,2148.587,2974.381,3884.697,5985.353,4189.918,6146.889,1470.663,1689.879,2354.600,1311.304,5923.624,2039.821,2379.872,3035.347,3375.749,2123.891,1844.335,2097.595,5743.190,2382.703,4096.632,3493.257,2112.458,3408.208
108,4109.763,2298.026,4199.642,2731.132,9620.477,3148.480,2469.367,2424.031,1871.511,3387.838,3261.534,1633.110,3676.579,2933.478,2077.402,2152.771,2977.763,3885.956,5993.273,4190.065,6144.363,1470.196,1691.490,2354.937,1311.751,5924.038,2041.600,2384.406,3046.100,3368.494,2138.192,1850.630,2097.084,5746.830,2382.871,4099.318,3498.049,2111.921,3420.003
109,4110.672,2296.108,4199.364,2728.797,9616.735,3146.217,2467.804,2423.562,1870.266,3387.837,3259.395,1631.824,3675.005,2934.331,2076.947,2147.389,2975.199,3887.157,5986.833,4189.647,6143.271,1470.873,1690.636,2354.652,1311.896,5928.288,2043.258,2381.445,3047.010,3386.234,2131.844,1849.246,2098.074,5745.991,2382.163,4097.856,3496.999,2112.567,3415.345
110,4108.371,2296.192,4195.202,2733.320,9615.283,3143.876,2465.855,2423.000,1869.379,3385.198,3259.424,1631.597,3672.745,2932.217,2073.833,2149.726,2977.254,3885.885,5988.315,4187.901,6138.740,1469.321,1690.437,2352.677,1312.138,5931.710,2040.773,2379.979,3050.401,3369.034,2145.000,1851.447,2096.973,5741.407,2385.023,4097.944,3498.061,2111.645,3415.191
111,4106.071,2297.280,4197.391,2733.415,9612.310,3145.814,2466.832,2423.214,1869.034,3385.642,3261.429,1631.059,3674.842,2932.826,2077.418,2148.569,2979.443,3885.078,5987.625,4187.738,6143.341,1470.948,1691.333,2352.771,1312.788,5931.640,2040.584,2389.339,3067.677,3401.081,2139.277,1854.397,2098.904,5739.353,2383.847,4097.698,3498.230,2111.786,3412.892
112,4104.035,2293.954,4192.556,2731.857,9613.367,3143.761,2467.613,2421.846,1868.453,3381.940,3260.835,1630.205,3668.709,2932.925,2073.139,2150.512,2973.278,3883.728,5981.174,4182.037,6126.487,1468.821,1690.156,2348.973,1310.393,5926.718,2038.534,2382.403,3056.198,3380.409,2141.064,1855.504,2099.490,5733.662,2380.499,4093.404,3496.542,2110.416,3411.694
113,4107.981,2296.581,4196.660,2732.685,9613.651,3144.477,2466.656,2420.735,1870.984,3387.193,3261.887,1631.603,3673.957,2932.683,2074.853,2145.870,2978.716,3881.796,5981.734,4181.283,6134.479,1470.625,1691.505,2350.593,1311.690,5931.191,2040.258,2396.735,3090.869,3410.705,2146.700,1858.084,2096.851,5735.271,2382.277,4098.089,3497.899,2111.417,3412.822
114,4108.964,2296.744,4197.601,2737.055,9619.098,3142.994,2465.743,2419.467,1872.137,3386.695,3259.784,1632.819,3675.359,2933.271,2075.760,2149.323,2977.663,3879.477,5982.899,4182.495,6134.766,1471.268,1691.489,2350.258,1311.307,5936.764,2039.695,2394.071,3081.103,3401.989,2149.639,1858.125,2099.239,5733.643,2382.210,4097.209,3497.656,2111.207,3417.839
115,4103.203,2296.421,4200.910,2736.646,9623.218,3146.853,2466.860,2425.678,1869.539,3384.813,3261.763,1633.088,3670.658,2936.249,2074.795,2147.658,2978.454,3890.159,5984.093,4180.180,6134.892,1470.834,1690.766,2351.946,1311.492,5935.748,2040.879,2390.201,3070.584,3383.170,2161.446,1859.392,2095.345,5733.324,2381.308,4099.932,3494.827,2111.694,3410.357
116,4098.220,2295.898,4197.928,2739.356,9619.850,3145.017,2463.765,2424.249,1869.398,3382.663,3258.870,1632.161,3677.886,2934.638,2075.489,2151.464,2972.977,3889.574,5977.375,4175.929,6128.386,1469.966,1690.589,2347.708,1311.007,5936.969,2039.856,2400.690,3091.181,3424.099,2149.351,1860.990,2099.664,5730.840,2377.155,4098.139,3498.572,2112.494,3409.741
117,4100.254,2298.495,4199.037,2741.735,9624.529,3146.647,2464.147,2424.900,1869.329,3381.301,3257.296,1632.383,3672.501,2934.174,2075.295,2148.911,2972.940,3880.469,5979.061,4174.816,6127.697,1469.089,1691.186,2350.384,1310.531,5933.663,2041.337,2393.505,3081.857,3397.042,2160.332,1863.894,2097.129,5732.700,2380.471,4094.728,3495.139,2110.498,3410.854
118,4100.314,2298.052,4197.371,2742.563,9619.402,3142.179,2465.693,2423.184,1870.272,3381.834,3257.523,1631.492,3668.336,2933.316,2074.154,2149.996,2975.100,3884.740,5980.976,4173.875,6128.046,1469.965,1692.197,2351.225,1310.863,5934.788,2039.541,2406.796,3114.008,3430.814,2158.948,1866.583,2098.103,5735.925,2382.474,4098.026,3498.285,2109.933,3412.339
119,4098.959,2296.537,4198.831,2745.945,9619.258,3144.409,2462.245,2424.354,1869.479,3386.293,3260.765,1632.594,3669.351,2932.488,2072.230,2152.696,2975.878,3880.786,5982.896,4173.734,6124.607,1470.035,1690.466,2350.180,1309.597,5937.732,2039.666,2391.553,3087.297,3402.174,2162.395,1864.583,2098.725,5737.921,2379.957,4100.156,3497.397,2109.980,3410.701
120,4098.836,2297.735,4199.588,2748.959,9627.001,3142.512,2462.778,2425.557,1871.047,3386.778,3263.592,1632.576,3671.532,2935.467,2074.371,2149.700,2973.359,3881.750,5978.849,4172.132,6120.543,1469.671,1690.976,2348.489,1310.818,5941.921,2038.765,2406.581,3121.250,3425.637,2170.666,1870.094,2096.620,5733.086,2381.170,4098.973,3499.326,2110.582,3408.964
121,4098.354,2295.262,4198.782,2750.072,9631.352,3144.157,2460.688,2425.456,1871.896,3384.296,3261.267,1632.542,3669.466,2933.284,2069.714,2149.635,2975.296,3877.435,5983.400,4167.556,6115.278,1469.131,1689.651,2346.770,1309.006,5945.270,2039.298,2402.697,3114.102,3418.172,2170.585,1868.890,2098.148,5734.967,2379.848,4100.010,3497.078,2109.315,3413.703
122,4101.606,2297.629,4200.345,2752.740,9639.967,3145.741,2462.039,2425.113,1869.844,3387.228,3261.344,1633.013,3670.085,2934.325,2074.084,2150.256,2975.304,3883.103,5979.332,4168.993,6119.402,1470.073,1691.754,2349.663,1310.843,5949.465,2039.118,2406.384,3127.456,3434.876,2175.857,1873.533,2099.343,5738.421,2382.123,4101.066,3499.431,2112.049,3417.231
123,4101.726,2298.108,4206.682,2758.152,9641.509,3144.946,2464.233,2424.653,1870.396,3390.617,3262.562,1632.501,3667.632,2933.972,2075.146,2148.905,2972.985,3883.427,5983.080,4167.655,6122.579,1471.026,1690.577,2351.122,1309.252,5953.999,2040.283,2405.792,3128.331,3411.819,2192.999,1876.293,2100.150,5734.369,2380.077,4102.658,3496.573,2110.842,3415.741
124,4095.178,2296.700,4205.479,2759.040,9632.403,3142.920,2465.894,2424.278,1868.345,3382.884,3260.688,1631.710,3670.992,2935.967,2074.438,2149.197,2975.884,3879.333,5977.208,4165.618,6119.022,1469.101,1689.519,2346.620,1308.428,5949.368,2038.518,2402.712,3117.464,3403.610,2190.986,1875.300,2094.978,5731.513,2379.305,4102.587,3494.293,2108.481,3416.451
125,4093.266,2297.763,4203.007,2763.587,9630.716,3140.275,2461.047,2425.392,1870.807,3381.821,3259.057,1632.227,3668.469,2933.205,2071.842,2149.775,2969.930,3879.421,5972.007,4160.443,6113.102,1470.263,1689.471,2348.397,1309.595,5947.615,2036.461,2419.341,3151.304,3465.458,2172.885,1874.243,2093.620,5726.770,2377.845,4099.440,3492.010,2109.810,3408.537
126,4096.573,2299.110,4206.581,2765.496,9642.160,3143.874,2465.040,2427.381,1871.987,3383.685,3258.421,1632.841,3674.464,2936.174,2073.828,2146.485,2969.921,3882.608,5969.007,4160.711,6113.835,1469.126,1689.633,2348.491,1308.869,5947.483,2039.991,2403.043,3123.865,3397.278,2200.075,1878.292,2096.204,5732.188,2380.374,4102.437,3493.098,2111.081,3410.484
127,4091.595,2299.292,4203.795,2765.712,9628.424,3141.099,2459.573,2426.696,1870.322,3384.961,3259.314,1632.064,3666.038,2933.623,2072.888,2147.247,2968.986,3881.123,5971.842,4156.591,6114.396,1469.255,1690.756,2349.125,1309.764,5946.722,2037.250,2414.316,3153.258,3445.568,2185.600,1879.594,2095.066,5724.286,2379.024,4101.488,3492.112,2110.140,3409.333
